Subject Class,Chemical Group,ISRP Name,Newly Added,ISRP CompoundID,EPA Congener Number,Molecular Formula,MeO Pattern,Chlorine Pattern,Hydroxyl Pattern,Sulfate Pattern,MolFilePath,SDFilePath,CAS Registry Number SubjectScheme,CAS Registry Number SubjectSchemeURI,CAS Registry Number,CAS Registry Number TermURI,DSSTox Substance ID SubjectScheme,DSSTox Substance ID,DSSTox SubstanceID TermURI,InChIKey SubjectScheme,InChIKey SchemeURI,InChI Key,InChIKey TermURI,IUPAC SubjectScheme,IUPAC Name SchemeURI,IUPAC Name,PubChem CID SubjectScheme,PubChem CID SubjectSchemeURI,PubChem CID,PubChem CID TermURI,Canonical SMILES SubjectScheme,Canonical SMILES SchemeURI,Canonical SMILES
ChemicalSubstances,Polychlorinated biphenyls,PCB 18,No,,18,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,37680-65-2,https://commonchemistry.cas.org/detail?cas_rn=37680-65-2,DSSTox Substance ID,DTXSID6073491,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6073491,InChIKey,https://registry.identifiers.org/registry/inchikey,DCMURXAZTZQAFB-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/DCMURXAZTZQAFB-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',5-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,37803.0,https://pubchem.ncbi.nlm.nih.gov/compound/37803,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C(=C1)C2=C(C=CC(=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 19,No,,19,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38444-73-4,https://commonchemistry.cas.org/detail?cas_rn=38444-73-4,DSSTox Substance ID,DTXSID9074777,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9074777,InChIKey,https://registry.identifiers.org/registry/inchikey,MVXIJRBBCDLNLX-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/MVXIJRBBCDLNLX-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',6-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38029.0,https://pubchem.ncbi.nlm.nih.gov/compound/38029,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C(=C1)C2=C(C=CC=C2Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 20,No,,20,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38444-84-7,https://commonchemistry.cas.org/detail?cas_rn=38444-84-7,DSSTox Substance ID,DTXSID8073502,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID8073502,InChIKey,https://registry.identifiers.org/registry/inchikey,SXHLTVKPNQVZGL-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/SXHLTVKPNQVZGL-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,3'-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38034.0,https://pubchem.ncbi.nlm.nih.gov/compound/38034,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC(=C1)Cl)C2=C(C(=CC=C2)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 21,No,,21,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,55702-46-0,https://commonchemistry.cas.org/detail?cas_rn=55702-46-0,DSSTox Substance ID,DTXSID0074180,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0074180,InChIKey,https://registry.identifiers.org/registry/inchikey,IUYHQGMDSZOPDZ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/IUYHQGMDSZOPDZ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,4-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,41541.0,https://pubchem.ncbi.nlm.nih.gov/compound/41541,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C=C1)C2=C(C(=C(C=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 22,No,,22,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38444-85-8,https://commonchemistry.cas.org/detail?cas_rn=38444-85-8,DSSTox Substance ID,DTXSID7091549,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID7091549,InChIKey,https://registry.identifiers.org/registry/inchikey,ZMHWQAHZKUPENF-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/ZMHWQAHZKUPENF-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,4'-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38035.0,https://pubchem.ncbi.nlm.nih.gov/compound/38035,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)Cl)C2=CC=C(C=C2)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 23,No,,23,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,55720-44-0,https://commonchemistry.cas.org/detail?cas_rn=55720-44-0,DSSTox Substance ID,DTXSID0074182,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0074182,InChIKey,https://registry.identifiers.org/registry/inchikey,GBUCDGDROYMOAN-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/GBUCDGDROYMOAN-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,5-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,41555.0,https://pubchem.ncbi.nlm.nih.gov/compound/41555,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C=C1)C2=C(C(=CC(=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 24,No,,24,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,55702-45-9,https://commonchemistry.cas.org/detail?cas_rn=55702-45-9,DSSTox Substance ID,DTXSID3073557,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID3073557,InChIKey,https://registry.identifiers.org/registry/inchikey,LVROLHVSYNLFBE-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/LVROLHVSYNLFBE-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,6-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,41540.0,https://pubchem.ncbi.nlm.nih.gov/compound/41540,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C=C1)C2=C(C=CC(=C2Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 25,No,,25,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,55712-37-3,https://commonchemistry.cas.org/detail?cas_rn=55712-37-3,DSSTox Substance ID,DTXSID5074181,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID5074181,InChIKey,https://registry.identifiers.org/registry/inchikey,XBBZAULFUPBZSP-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/XBBZAULFUPBZSP-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',4-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,41551.0,https://pubchem.ncbi.nlm.nih.gov/compound/41551,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC(=C1)Cl)C2=C(C=C(C=C2)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 26,No,,26,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38444-81-4,https://commonchemistry.cas.org/detail?cas_rn=38444-81-4,DSSTox Substance ID,DTXSID4074778,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID4074778,InChIKey,https://registry.identifiers.org/registry/inchikey,ONNCPBRWFSKDMQ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/ONNCPBRWFSKDMQ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',5-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38033.0,https://pubchem.ncbi.nlm.nih.gov/compound/38033,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC(=C1)Cl)C2=C(C=CC(=C2)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 27,No,,27,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38444-76-7,https://commonchemistry.cas.org/detail?cas_rn=38444-76-7,DSSTox Substance ID,DTXSID9074143,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9074143,InChIKey,https://registry.identifiers.org/registry/inchikey,VQOFJPFYTCHPTR-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/VQOFJPFYTCHPTR-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',6-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38030.0,https://pubchem.ncbi.nlm.nih.gov/compound/38030,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC(=C1)Cl)C2=C(C=CC=C2Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 28,No,,28,C12H7Cl3,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,7012-37-5,https://commonchemistry.cas.org/detail?cas_rn=7012-37-5,DSSTox Substance ID,DTXSID2038310,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID2038310,InChIKey,https://registry.identifiers.org/registry/inchikey,BZTYNSQSZHARAZ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/BZTYNSQSZHARAZ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,4,4'-Trichloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,23448.0,https://pubchem.ncbi.nlm.nih.gov/compound/23448,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl
